,0
202010,-0.5066226761267499
202011,-0.5020110296156584
202012,-0.4697167536198046
202013,-0.5013390025759232
202014,-0.47984855231697987
202015,-0.4350508891269511
202016,-0.42305523795838573
202017,-0.39644937449958995
202018,-0.4023985891473265
202019,-0.412078121415973
202020,-0.4193295341642298
202021,-0.4579326675475891
202022,-0.4584272084774641
202023,-0.441629559277327
202024,-0.4281443508835797
202025,-0.40475398248261735
202026,-0.4068942932576317
202027,-0.38702452860875425
202028,-0.3629653496243404
202029,-0.36435164651596463
202030,-0.3602908668732618
202031,-0.3778705953009873
202032,-0.39367922584017595
202033,-0.41437184913732417
202034,-0.4355400672730998
202035,-0.45567639935846765
202036,-0.48336535764935196
202037,-0.4876317762242699
202038,-0.47603033918337156
202039,-0.48160185054574123
202040,-0.47651563571109795
202041,-0.5034345938431765
202042,-0.5413956838975728
202043,-0.5689875832751007
202044,-0.6205013797617915
202045,-0.6240189255128683
202046,-0.6174268711217836
202047,-0.6260867502786469
202048,-0.6285107055785313
202049,-0.6558342749587056
202050,-0.7452102731694685
202051,-0.8015713803545997
202052,-0.8620213151643628
202101,-0.9320373343882539
202102,-0.9658469590246543
202103,-1.008953281077706
202104,-1.0438263172977167
202105,-1.0559097485443656
202106,-1.0506927673351727
202107,-1.0663001119507174
202108,-1.0887600944341136
202109,-1.0948413015675218
202110,-1.125027329277326
202111,-1.140101481458626
202112,-1.1123136033782481
202113,-1.097802249939765
202114,-1.0378967922382645
202115,-0.9602050929033071
202116,-0.9159725447829303
202117,-0.875211833211325
202118,-0.8451847206294149
202119,-0.8304377058439545
202120,-0.8082733496530724
202121,-0.7628756704670873
202122,-0.7243028338640669
202123,-0.6992519060677642
202124,-0.6838928404726649
202125,-0.6683583833234386
202126,-0.6499048376855134
202127,-0.6342113437066851
202128,-0.5933996890104499
202129,-0.5727892249935427
202130,-0.5442311497146021
202131,-0.5349466810093448
202132,-0.5565291738265128
202133,-0.5567671902735479
202134,-0.5813443370807448
202135,-0.5504279596287788
202136,-0.49768304517854406
202137,-0.4983643341424147
202138,-0.4987075320177349
202139,-0.5472627012010766
202140,-0.6056463111032391
202141,-0.6350038594488323
202142,-0.6702167266010861
202143,-0.695524312540472
202144,-0.7154895790822156
202145,-0.758761174811017
202146,-0.7919625020634669
202147,-0.8426542798958969
202148,-0.8831734673716627
202149,-0.8862660919103731
202150,-0.8828972241593639
202151,-0.8142874076121092
202152,-0.7725209589116644
202201,-0.741134844857918
202202,-0.7233483134898226
202203,-0.7591528352037842
202204,-0.7703064260251038
202205,-0.7863395622966066
202206,-0.775601744265064
202207,-0.7723581005860648
202208,-0.7961790311513519
202209,-0.872731433247268
202210,-0.9606552146730991
202211,-1.0798338207426517
202212,-1.181769044994751
202213,-1.2170120867841434
202214,-1.2794632862711732
202215,-1.29070895498328
202216,-1.3060956361122877
202217,-1.3116209334673712
202218,-1.2657626969792697
202219,-1.2029138812405304
202220,-1.127963381284578
202221,-1.0581321980558083
202222,-1.0283539188663997
202223,-1.008650783807314
202224,-0.9854905590081635
202225,-0.9903758816470375
202226,-0.9754938357775057
202227,-0.9597518001436658
202228,-0.9498461718679185
202229,-0.9286463866779314
202230,-0.9121787065893068
202231,-0.880717435730076
202232,-0.8532828501830633
202233,-0.827865875209084
202234,-0.8162479080865979
202235,-0.8251171690934045
202236,-0.8478656380789932
202237,-0.881799354982301
202238,-0.8641242573886766
202239,-0.8275760047014581
202240,-0.7819364021379323
202241,-0.7535559213840665
202242,-0.7519484948232179
202243,-0.7706426716141227
202244,-0.7941930896157847
202245,-0.7530145003459264
202246,-0.7304654584488992
202247,-0.8076497502648929
202248,-0.8325949716934624
202249,-0.876251107298962
202250,-0.9416485517776181
202251,-0.8661327035789605
202252,-0.8235006189228311
